ClaimSubmitted,DateOfIncident,Damages,District,Province,ClaimDetails,ClaimantsAssessment,AgreedPayment,DateClosed,Status
11 October 2010,23 August 2010,Property Damage,Sangin,Helmand,Livestock killed,,338.00,,W
11 October 2010,6 Weeks ago,Wounding,Nahr-e-Saraj,Helmand,Daughters wounded,,,14 November 2010,D
11 October 2010,25 days ago,Crop Damage,Nad-e-Ali,Helmand,Crops destroyed,,"2,350.00",20 October 2010,S
11 October 2010,24 September 2010,Property Damage,Nad-e-Ali,Helmand,Livestock killed,,0.00,,C
11 October 2010,September 2010,Property Damage,Nad-e-Ali,Helmand,Livestock killed,,184.00,16 October 2010,S
11 October 2010,6 Weeks ago,Property Damage,Nad-e-Ali,Helmand,Wall destroyed for CP security,,,14 November 2010,D
11 October 2010,6 Weeks ago,Property Damage,Nahr-e-Saraj,Helmand,Trees cut down for arcs,,280.00,16 October 2010,S
11 October 2010,23 December 2009,Property Damage,Sangin,Helmand,Compound damage,,"11,000.00",11 October 2010,S
12 October 2010,4 Days ago,Crop Damage,Nahr-e-Saraj,Helmand,Crop Damage,,500.00,16 October 2010,S
12 October 2010,04 October 2010,Crop Damage,Nad-e-Ali,Helmand,Crop destroyed,,750.00,21 October 2010,S
12 October 2010,01 October 2010,Wounding,Nad-e-Ali,Helmand,Children wounded,,,25 October 2010,D
12 October 2010,16 Days ago,Property Damage,Nad-e-Ali,Helmand,Vehicle destroyed,,,14 November 2010,D
12 October 2010,2 Weeks ago,Crop Damage,Nahr-e-Saraj,Helmand,Crop damage,,"1,000.00",20 November 2010,S
12 October 2010,23 December 2009,Property Damage,Sangin,Helmand,Compound damage,,"19,500.00",12 October 2010,S
12 October 2010,23 December 2009,Property Damage,Nad-e-Ali,Helmand,Compound damage,,"1,000.00",12 October 2010,S
13 October 2010,8 Months Ago,Property Damage,Nad-e-Ali,Helmand,Compound damage,,,13 October 2010,D
13 October 2010,September 2010,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,4000.00,800.00,21 October 2010,S
13 October 2010,10 September 2010,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,"1,700.00",27 November 2010,S
13 October 2010,01 October 2010,Wounding,Nad-e-Ali,Helmand,Son shot ,,,13 October 2010,D
13 October 2010,01 October 2010,Fatality,Nahr-e-Saraj,Helmand,Children shot,,,20 October 2010,D
13 October 2010,8 Months Ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,"1,600.00",27 November 2010,S
13 October 2010,6 Months Ago,Property Damage,Nad-e-Ali,Helmand,Compound damaged,,"1,410.00",27 November 2010,S
13 October 2010,1 Month ago,Property Damage,Nad-e-Ali,Helmand,Compound damage,,"1,400.00",23 October 2010,S
13 October 2010,1 Year Ago,Crop Damage,Nad-e-Ali,Helmand,Not allowed to grow tall crops ,,"2,500.00",27 November 2010,S
13 October 2010,26 Days ago,Property Damage,Nad-e-Ali,Helmand,Car destroyed,,"2,500.00",30 October 2010,S
13 October 2010,8 Months Ago,Property Damage,Nad-e-Ali,Helmand,Compound damaged,,"2,800.00",27 November 2010,S
13 October 2010,9 October 2010,Property Damage,Nad-e-Ali,Helmand,Mosque damaged,,200.00,30 October 2010,S
13 October 2010,20 Days Ago,Property Damage,Nad-e-Ali,Helmand,Trees cut down for arcs,,"4,200.00",23 October 2010,S
13 October 2010,05 September 2010,Property Damage,Lashkar Gah,Helmand,Compound destroyed for arcs,2700.00,"3,300.00",23 October 2010,S
13 October 2010,7 Days ago,Crop Damage,Nad-e-Ali,Helmand,Vehicle crop Damage,,"1,600.00",26 October 2010,S
14 October 2010,1 Year Ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,"1,375.00",26 October 2010,S
14 October 2010,6 Months Ago,Crop Damage,Nahr-e-Saraj,Helmand,Crop burnt,,,10 December 2010,D
14 October 2010,1 Year Ago,Property Damage,Nad-e-Ali,Helmand,Mosque damaged,,,26 October 2010,D
14 October 2010,7 months ago,Property Damage,Nad-e-Ali,Helmand,Compound damaged,,,19 January 2011,D
14 October 2010,3 Years Ago,Property Damage,Musa Qa'leh,Helmand,Compound destroyed,,,16 October 2010,D
14 October 2010,3 Months ago,Crop Damage,Nad-e-Ali,Helmand,Water supply cut off,16000.00,"9,600.00",23 October 2010,S
14 October 2010,I Month ago,Property Damage,Nahr-e-Saraj,Helmand,Route TRIDENT 2 build ,,875.00,23 October 2010,S
15 October 2010,15 October 2010,RTA,Kabul,Kabul,Car damaged by military patrol vehicle,,930.00,31 October 2010,S
16 October 2010,04 October 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound damage,,800.00,16 October 2010,S
16 October 2010,04 August 2010,Fatality,Sangin,Helmand,6 Family members killed,,,27 November 2010,D
17 October 2010,14 October 2010,Wounding,Nad-e-Ali,Helmand,Caught in crossfire,,"2,550.00",23 October 2010,S
18 October 2010,1 Month ago,Crop Damage,Nad-e-Ali,Helmand,Warthog damage,,530.00,23 October 2010,S
18 October 2010,2 Months ago,Property Damage,Nahr-e-Saraj,Helmand,Trees cut down,,"1,000.00",22 January 2011,S
18 October 2010,02 October 2010,Fatality,Nad-e-Ali,Helmand,Husband & son killed,,"5,950.00",04 December 2010,S
18 October 2010,01 October 2010,Wounding,Nad-e-Ali,Helmand,Family members wounded,,660.00,30 October 2010,S
18 October 2010,13 October 2010,Crop Damage,Nahr-e-Saraj,Helmand,Warthog damage,,670.00,23 October 2010,S
18 October 2010,4 months ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,,10 December 2010,D
18 October 2010,2 Years ago,Property Damage,Nahr-e-Saraj,Helmand,Land used for HESCO fill,,,11 December 2010,D
18 October 2010,14 Months ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,750.00,30 October 2010,S
18 October 2010,40 Days ago,Property Damage,Sangin,Helmand,Compound destroyed,,,22 October 2010,D
18 October 2010,17 October 2010,Property Damage,Lashkar Gah,Helmand,Wall blown down,,,,Misc. Closed
19 October 2010,05 October 2010,Property Damage,Nad-e-Ali,Helmand,Trees cut down,,"1,830.00",23 October 2010,S
19 October 2010,13 October 2010,Property Damage,Nad-e-Ali,Helmand,Trees cut down,,"9,000.00",23 October 2010,S
19 October 2010,14 August 2010,Property Damage,Nahr-e-Saraj,Helmand,Trees & crops cut down ,,,,D
19 October 2010,15 October 2010,Crop Damage,Nahr-e-Saraj,Helmand,Warthog damage,,375.00,23 October 2010,S
19 October 2010,15 Days ago,Crop Damage,Nad-e-Ali,Helmand,Crops blown away,,"3,300.00",11 December 2010,S
19 October 2010,10 October 2010,Property Damage,Nad-e-Ali,Helmand,Livestock killed,,,01 November 2010,D
19 October 2010,25 August 2010,Fatality,Nad-e-Ali,Helmand,Family member killed,,"5,200.00",23 October 2010,S
19 October 2010,August 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound damaged,,"1,700.00",30 October 2010,S
19 October 2010,July 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound damage,,333.00,08 November 2010,S
19 October 2010,06 September 2010,Property Damage,Nad-e-Ali,Helmand,Trees destroyed,,900.00,,W
20 October 2010,04 June 2010,Crop Damage,Nad-e-Ali,Helmand,Crop destroyed,,,01 November 2010,D
20 October 2010,14 February 2010,Wounding,Nad-e-Ali,Helmand,Daughter wounded during firefight; livestock killed.,,,20 October 2010,D
20 October 2010,11 Months ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,"1,700.00",04 December 2010,S
20 October 2010,35 days ago,Property Damage,Nad-e-Ali,Helmand,Compound damaged,,660.00,01 November 2010,S
21 October 2010,02 October 2010,Crop Damage,Nad-e-Ali,Helmand,Crop destroyed,,"6,100.00",28 October 2010,S
21 October 2010,15 October 2010,Crop Damage,Nahr-e-Saraj,Helmand,Warthog damage,,750.00,30 October 2010,S
21 October 2010,10 days ago,Property Damage,Lashkar Gah,Helmand,Mobile phone missing.,,250.00,21 October 2010,S
21 October 2010,August 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound damaged,,"1,250.00",01 November 2010,S
21 October 2010,12 Days ago,Property Damage,Nahr-e-Saraj,Helmand,Livestock killed,,100.00,30 October 2010,S
21 October 2010,14 October 2010,Crop Damage,Nahr-e-Saraj,Helmand,Crops destroyed,,"2,500.00",03 November 2010,S
22 October 2010,25 August 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound destroyed,,,30 October 2010,D
22 October 2010,11 Months ago,Property Damage,Nahr-e-Saraj,Helmand,Compound damage,,,30 October 2010,D
22 October 2010,13 September 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound damage,,,29 October 2010,D
22 October 2010,10 October 2010,Property Damage,Nahr-e-Saraj,Helmand,Route TRIDENT 2 build ,,500.00,08 November 2010,S
22 October 2010,10 October 2010,Crop Damage,Nahr-e-Saraj,Helmand,Route TRIDENT 2 build ,,500.00,09 November 2010,S
23 October 2010,11 July 2010,Property Damage,Bastion,Helmand,MP3 player lost at MEF,80.00,,22 November 2010,D
23 October 2010,11 October 2010,Property Damage,Nahr-e-Saraj,Helmand,Trees cut down for arcs,"3,000.00",180.00,23 October 2010,S
23 October 2010,4 Months ago,Property Damage,Nahr-e-Saraj,Helmand,Compound destroyed,,,23 January 2011,D
23 October 2010,10 Days ago,Property Damage,Lashkar Gah,Helmand,Crops destroyed,,,24 October 2010,D
23 October 2010,23 October 2010,Property Damage,Marjah,Helmand,Livestock killed,,600.00,23 October 2010,S
23 October 2010,23 December 2009,Property Damage,Nad-e-Ali,Helmand,Compound damage,,"1,000.00",23 October 2010,S
25 October 2010,15 August 2010,Crop Damage,Nad-e-Ali,Helmand,Crops cut down,,"3,500.00",20 November 2010,S
25 October 2010,23 September 2010,Crop Damage,Nad-e-Ali,Helmand,Crops destroted,"34,500.00","9,000.00",30 October 2010,S
25 October 2010,25 September 2010,Wounding,Nahr-e-Saraj,Helmand,Child wounded in crossfire and property damage,,787.50,27 November 2010,S
25 October 2010,1 Month ago,Property Damage,Nad-e-Ali,Helmand,Compound damaged,,650.00,18 December 2010,S
25 October 2010,06 January 2010,Fatality,Nad-e-Ali,Helmand,Son killed,,,01 November 2010,D
25 October 2010,16 October 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound damage,,"2,225.00",30 October 2010,S
25 October 2010,3 Days ago,Crop Damage,Nad-e-Ali,Helmand,Crops damaged,,,28 October 2010,D
25 October 2010,15 October 2010,Crop Damage,Nahr-e-Saraj,Helmand,Crops destroyed,,"1,500.00",30 October 2010,S
25 October 2010,20 Days Ago,Property Damage,Nahr-e-Saraj,Helmand,Trees cut down,,"4,200.00",02 November 2010,S
25 October 2010,25 September 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound damage,,395.00,25 October 2010,S
25 October 2010,4 months ago,Wounding,Nahr-e-Saraj,Helmand,Family members wounded ,,"3,850.00",27 November 2010,S
25 October 2010,1 Month ago,Property Damage,Nad-e-Ali,Helmand,Crops destroyed,,850.00,06 November 2010,S
26 October 2010,20 Days Ago,Property Damage,Nad-e-Ali,Helmand,Shop destroyed,,,01 November 2010,D
26 October 2010,1 Month ago,Property Damage,Nahr-e-Saraj,Helmand,Livestock killed,,367.00,11 December 2010,S
26 October 2010,2 Days ago,Crop Damage,Nad-e-Ali,Helmand,Crop burnt,,"1,250.00",22 November 2010,S
26 October 2010,4 months ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,,30 October 2010,D
26 October 2010,7 Weeks ago,Property Damage,Nahr-e-Saraj,Helmand,Compound dmage,,175.00,30 October 2010,S
26 October 2010,16 October 2010,Property Damage,Lashkar Gah,Helmand,Wall knocked down,,"1,500.00",30 October 2010,S
26 October 2010,2 Days ago,Crop Damage,Nad-e-Ali,Helmand,Crop burnt,,"1,250.00",25 December 2010,S
27 October 2010,26 October 2010,Crop Damage,Nad-e-Ali,Helmand,Crops burnt,"2,400.00","1,400.00",08 November 2010,S
27 October 2010,23 October 2010,Crop Damage,Nad-e-Ali,Helmand,Warthog damage,,750.00,30 October 2010,S
27 October 2010,26 October 2010,Property Damage,Nad-e-Ali,Helmand,Wall likely knocked down by UK Forces. ,,,,Misc. Closed
27 October 2010,26 October 2010,Property Damage,Nad-e-Ali,Helmand,Wall likely knocked down by UK Forces. ,,,,Misc. Closed
27 October 2010,11 October 2010,Crop Damage,Nahr-e-Saraj,Helmand,Crop Damage,"1,600.00",500.00,03 November 2010,S
27 October 2010,19 October 2010,Property Damage,Lashkar Gah,Helmand,Belongings siezed,,"2,080.00",13 November 2010,S
28 October 2010,12 October 2010,RTA,Bastion,Helmand,Car damaged by military patrol vehicle,,,31 October 2010,D
28 October 2010,14 October 2010,Property Damage,Bastion,Helmand,Mobile phone missing.,250.00,,15 February 2011,D
28 October 2010,14 October 2010,Property Damage,Bastion,Helmand,Mobile phone missing.,100.00,,28 October 2010,D
30 October 2010,20 October 2010,Property Damage,Nahr-e-Saraj,Helmand,Livestock killed. 2 Goats both female.  Heavy fighting in area according to search.,"22,500.00",100.00,04 December 2010,S
30 October 2010,August 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound damage,"1,400.00",700.00,06 November 2010,S
30 October 2010,20 October 2010,Property Damage,Nad-e-Ali,Helmand,Trees cut down,,460.00,30 October 2010,S
01 November 2010,August 2010,Crop Damage,Nad-e-Ali,Helmand,"Crops destroyed, 20 jarib of various crops.  Troop vehs did damage, verified by CP.",,"2,500.00",06 November 2010,S
01 November 2010,14 October 2010,Property Damage,Nahr-e-Saraj,Helmand,Livestock killed,,"1,012.50",12 November 2010,S
01 November 2010,1 Year Ago,Property Damage,Nad-e-Ali,Helmand,Land damaged,,200.00,01 November 2010,S
01 November 2010,July 2010,Property Damage,Nahr-e-Saraj,Helmand,Trees cut down,,"1,740.00",13 December 2010,S
01 November 2010,30 August 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound destroyed,,,12 November 2010,D
01 November 2010,21 October 2010,Property Damage,Nad-e-Ali,Helmand,Trees cut down,,240.00,04 December 2010,S
01 November 2010,1 Year Ago,Property Damage,Nad-e-Ali,Helmand,Wall knocked down,,"1,200.00",04 December 2010,S
01 November 2010,45 Days ago,Property Damage,Nad-e-Ali,Helmand,Temporary occupation of compound,,14.74,08 November 2010,S
01 November 2010,2 Months ago,Fatality,Nad-e-Ali,Helmand,Death of daughter,,,01 November 2010,Misc. Closed
01 November 2010,26 August 2010,Fatality,Lashkar Gah,Helmand,"Son killed, grandchildren injured",,,26 November 2010,D
02 November 2010,3 Months ago,Property Damage,Nad-e-Ali,Helmand,Vehicle destroyed,,,05 November 2010,D
02 November 2010,15 August 2010,Property Damage,Nahr-e-Saraj,Helmand,Shops knocked down,,"1,250.00",13 November 2010,S
02 November 2010,3 Months ago,Property Damage,Nahr-e-Saraj,Helmand,Wall knocked down,,75.00,02 November 2010,S
02 November 2010,31 October 2010,Property Damage,Nad-e-Ali,Helmand,Livestock killed,,,12 November 2010,D
03 November 2010,Early October 2010,Property Damage,Nad-e-Ali,Helmand,Livestock killed,,,12 November 2010,D
03 November 2010,31 August 2010,Wounding,Nahr-e-Saraj,Helmand,Family members wounded,,,22 November 2010,D
03 November 2010,28 October 2010,Property Damage,Nad-e-Ali,Helmand,Compound damage,,,19 January 2011,D
03 November 2010,40 Days ago,Property Damage,Nahr-e-Saraj,Helmand,Compound damage,,310.00,18 December 2010,S
03 November 2010,30 October 2010,RTA,Lashkar Gah,Helmand,Motorcycle in RTA ,,,04 December 2010,D
04 November 2010,10 days ago,Property Damage,Nad-e-Ali,Helmand,Crop Damage,,,09 November 2010,D
04 November 2010,15 October 2010,Property Damage,Nad-e-Ali,Helmand,Crop Damage,"3,317.00",,12 November 2010,D
04 November 2010,15 October 2010,Crop Damage,Nad-e-Ali,Helmand,Crop Damage,"2,211.00",,12 November 2010,D
04 November 2010,3 Months ago,Wounding,Nad-e-Ali,Helmand,Shot in crossfire,,,12 December 2010,D
04 November 2010,04 November 2010,RTA,Kabul,Kabul,RTA,,,,I
08 November 2010,18 months ago,Property Damage,Lashkar Gah,Helmand,Compound Destroyed,,"2,600.00",20 November 2010,S
08 November 2010,10 months ago,Property Damage,Nad-e-Ali,Helmand,Compound Damaged,"2,211.00",480.00,18 December 2010,S
08 November 2010,28 October 2010,Crop Damage,Nahr-e-Saraj,Helmand,Crops burnt,,"2,000.00",13 November 2010,S
08 November 2010,05 November 2010,Property Damage ,,Helmand,Livestock killed,368.00,372.50,11 December 2010,S
08 November 2010,08 October 2010,Crop Damage,Lashkar Gah,Helmand,Crops burnt,,"2,500.00",,W
08 November 2010,08 October 2010,Crop Damage,Lashkar Gah,Helmand,Crops burnt,,"3,125.00",,W
08 November 2010,25 October 2010,Property Damage,Nahr-e-Saraj,Helmand,Minor Damage,460.00,420.00,13 November 2010,S
08 November 2010,20 October 2010,Property Damage,Nad-e-Ali,Helmand,Damage caused to compound,"1,770.00","2,400.00",27 November 2010,S
08 November 2010,10 January 2010,Property Damage,Nad-e-Ali,Helmand,Damage caused to create CP,"14,700.00",760.00,08 January 2011,S
09 November 2010,10 October 2010,Property Damage,Nahr-e-Saraj,Helmand,Damage to trees.  Approved and Paid,,675.00,27 November 2010,S
09 November 2010,04 November 2010,Property Damage,Nad-e-Ali,Helmand,Damage to compound,,"2,131.00",13 November 2010,S
09 November 2010,01 April 2010,Property Damage,Nahr-e-Saraj,Helmand,Damage to 50 trees,,"1,500.00",13 November 2010,S
09 November 2010,17 October 2010,Property Damage,Nad-e-Ali,Helmand,Livestock Killed,800.00,240.00,22 November 2010,S
09 November 2010,2 Months ago,Property Damage,Nahr-e-Saraj,Helmand,Damage to 80 trees,,,13 November 2010,D
09 November 2010,8 Months Ago,Property Damage,Lashkar Gah,Helmand,Destroyed motorcycle parts shop and all stock.  ,"5,600.00","1,700.00",,W
09 November 2010,20 October 2010,Property Damage,Nad-e-Ali,Helmand,Livestock Killed,,225.00,27 November 2010,S
10 November 2010,01 November 2010,Property Damage,Nad-e-Ali,Helmand,Livestock Killed,"3,962.00",645.00,04 December 2010,S
10 November 2010,Herrick 11,Property Damage,Nad-e-Ali,Helmand,Comp[ound Damage,"19,165.00","1,255.00",,W
10 November 2010,01 June 2010,Property Damage,Nad-e-Ali,Helmand,Damage to compound,"1,474.00","1,200.00",18 December 2010,S
10 November 2010,07 September 2010,Fatality,Nad-e-Ali,Helmand,Death of Son and injury to another Son,,,12 November 2010,D
10 November 2010,10 September 2010,Property Damage,Nahr-e-Saraj,Helmand,Damage to compound,,"1,100.00",10 November 2010,S
11 November 2010,End October 2010,Crop Damage,Nad-e-Ali,Helmand,Damage to stored crops,"2,200.00","1,200.00",27 November 2010,S
11 November 2010,07 August 2010,Property Damage,Lashkar Gah,Helmand,28 Berry trees cut down,,840.00,27 November 2010,S
11 November 2010,09 August 2010,Crop Damage,Nahr-e-Saraj,Helmand,Harvested crop destroyed,515.00,"1,500.00",20 November 2010,S
11 November 2010,10 September 2010,Property Damage,Nad-e-Ali,Helmand,Property destroyed,,"1,850.00",20 November 2010,S
11 November 2010,12 August 2010,Property Damage,Nad-e-Ali,Helmand,Property destroyed,,"2,400.00",11 November 2010,S
11 November 2010,30 October 2010,Property Damage,Nahr-e-Saraj,Helmand,60 Trees cut down for security,,"2,400.00",11 November 2010,S
11 November 2010,12 August 2010,Property Damage,Nad-e-Ali,Helmand,Property destroyed,,"2,400.00",11 November 2010,S
11 November 2010,12 August 2010,Property Damage,Nad-e-Ali,Helmand,Property destroyed,,"1,800.00",11 November 2010,S
11 November 2010,TBC,RTA,Kabul,Kabul,RTA,,,02 January 2011,D
12 November 2010,11 November 2010,Injury,Lashkar Gah,Helmand,Injury to hand in MOB due to ISO container loading.  Trapped between truck bed and container.  Need statement from soldier who witnessed.  Claimant will be allowed to work during healing process.  Med will replace dressings as req'd.  Case is closed as denied.,,,13 November 2010,D
16 November 2010,26 July 2010,Property Damage,Bastion,Helmand,Mobile phone missing.,80.00,80.00,,W
17 November 2010,17 November 2010,RTA,Nahr-e-Saraj,Helmand,RTA,652.22,652.22,20 November 2010,S
18 November 2010,June / July 2008,Fatality,Sangin,Helmand,Father killed by mortar strike in compound ,,,08 January 2011,D
18 November 2010,18 July 2010,Injury,Nahr-e-Saraj,Helmand,Wounded by gun fire,"6,988.06",,19 November 2010,D
18 November 2010,08 November 2010,Fatality,Nad-e-Ali,Helmand,Mother killed by mortar strike and brother injured by small arms fire,,"5,000.00",25 December 2010,S
18 November 2010,20/10/10 - 1/11/10,Property Damage,Nahr-e-Saraj,Helmand,"Damage to 3 culverts, irrigation ditches and 3 jerebs of corn by contractor vehicles.",,"1,747.01",27 November 2010,S
18 November 2010,07 November 2010,Crop Damage,Nahr-e-Saraj,Helmand,Claims 6 jerabs of wheat burned after 81mm illum mortars fired from PB.,698.80,"1,000.00",27 November 2010,S
19 November 2010, 3 months ago,Property and Crop Damage,Nad-e-Ali,Helmand,Damage to compound that destroyed crops stored within (excessive amount of crops stored),"4,658.70",,26 November 2010,D
19 November 2010,03 November 2010,Property Damage,Nad-e-Ali,Helmand,Livestock Killed,,770.00,04 December 2010,S
19 November 2010,10 November 2010,Wounding,Nad-e-Ali,Helmand,Stone / frag injury cuased by ISAF claymore. Approved and assessed,,"1,316.46",27 November 2010,S
19 November 2010,10 November 2010,Property Damage,Nad-e-Ali,Helmand,Compound destroyed and some additional crop damage,,"3,875.00",27 November 2010,S
20 November 2010,4 June 2010,Crop Damage,Nad-e-Ali,Helmand,Helo Flare burnt crops,,,29 November 2010,D
20 November 2010,01 August 2010,Property Damage,Nahr-e-Saraj,Helmand,"Trees, gates, wall and roof damage to compound","3,726.96","1,600.00",27 November 2010,S
21 November 2010,Winter Feb 2010,Property Damage,Nad-e-Ali,Helmand,"Various damage to compound, tractor and cow.",,"1,085.00",12 February 2011,S
21 November 2010,09 November 2010,Property Damage,Nahr-e-Saraj,Helmand,"RTA involving Mastif, confirmed as collision by Mustang 50A.",400.00,400.00,11 December 2010,S
21 November 2010,14 October 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound destroyed during Op.,"6,988.00","7,700.00",11 December 2010,S
21 November 2010,08 November 2010,Crop Damage,Nad-e-Ali,Helmand,Peanut crop damaged by UGL rounds fired. Approved and Paid,"3,494.02",500.00,27 November 2010,S
21 November 2010,Apx July 2010,Property Damage,Lashkar Gah,Helmand,Compound destroyed intentionally due to INS threat?,,"3,200.00",04 December 2010,S
22 November 2010,24 October 2010,Property Damage,Nahr-e-Saraj,Helmand,Controlled explosion to gain entry into compound.,,160.00,27 November 2010,S
22 November 2010,13 October 2010,Property Damage,Nahr-e-Saraj,Helmand,"Damage to land, crops, wall and trees during Op.","18,634.21","2,975.00",04 December 2010,S
22 November 2010,19 November 2010,Property Damage,Lashkar Gah,Helmand,Mobile phone missing.,,337.75,30 November 2010,S
23 November 2010,12 months ago,Property Damage,Nahr-e-Saraj,Helmand,Damage done at the take over of land for PB,,"3,550.00",04 December 2010,S
23 November 2010,08 November 2010,Property Damage,Nahr-e-Saraj,Helmand,Land used for HESCO fill,,"1,000.00",23 November 2010,S
23 November 2010,01 January 2010,Property Damage,Nad-e-Ali,Helmand,Property destroyed,,"1,150.00",04 December 2010,S
23 November 2010,12 November 2010,Property Damage,Nad-e-Ali,Helmand,Crop Damage,,750.00,04 December 2010,S
23 November 2010,13 November 2010,Property Damage,Nad-e-Ali,Helmand,Trees cut down for arcs,526.00,750.00,04 December 2010,S
23 November 2010,13 November 2010,Property Damage,Nad-e-Ali,Helmand,Drum of Fuel lost ,,,26 November 2010,D
23 November 2010,10 October 2009,Property Damage,Nahr-e-Saraj,Helmand,Compound Destroyed,,,11 December 2010,D
23 November 2010,10 November 2010,Livestock Killed,Nad-e-Ali,Helmand,3 Goats Killed,931.00,430.00,29 November 2010,S
23 November 2010,01 November 2010,Livestock Killed,Nahr-e-Saraj,Helmand,1 cow and 2 sheep killed,,414.00,04 December 2010,S
23 November 2010,in 2007,Property Damage,Nahr-e-Saraj,Helmand,Needs Translating,,,02 February 2011,D
23 November 2010,15 November 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound Damage,,"1,736.00",04 December 2010,S
23 November 2010,13 November 2010,Crop Damage,Lashkar Gah,Helmand,Trees and land damage,,"2,800.00",11 December 2010,S
23 November 2010,03 November 2010,Property Damage,Nad-e-Ali,Helmand,"Mastif damaged shop, wall and 20 trees.",,"1,760.00",04 December 2010,S
23 November 2010,01 November 2010,Crop Damage,Nad-e-Ali,Helmand,Vikings damaged newly seeded land and streams.,,,19 January 2011,D
23 November 2010,11 November 2010,Crop Damage,Nad-e-Ali,Helmand,Damage to field and crops by ISAF vehicles.,,500.00,04 December 2010,S
23 November 2010,Before Ramadan 08/2010,Property Damage,Nahr-e-Saraj,Helmand,Damage to compound and land.,,945.00,04 December 2010,S
23 November 2010,Four months ago.,Property Damage,Lashkar Gah,Helmand,Walls damaged to increase arcs at PB.,,"1,200.00",27 November 2010,S
24 November 2010,About a month ago on a Friday afternoon,Crop Damage,Nad-e-Ali,Helmand,"Damage to 7,200 kilo of cotton by Apache fire.",,,12 January 2011,D
24 November 2010,Apx 14/10/10,Property Damage,Nad-e-Ali,Helmand,Mortars fired onto compound causing damage.,,,02 January 2011,D
24 November 2010,20 November 2010,Property Damage,Nahr-e-Saraj,Helmand,Claims ISAF built a road on his land to the PB.,,,29 November 2010,D
24 November 2010,24 October 2010,Crop Damage,Lashkar Gah,Helmand,ISAF Vehicles drove through his crop fields.,,750.00,11 December 2010,S
24 November 2010,Four months ago.,Property Damage,Lashkar Gah,Helmand,Compound damage to provide arcs of sight / fire.,,"1,800.00",27 November 2010,S
24 November 2010,Apx 8/10/10,Property Damage,Nad-e-Ali,Helmand,Mortars caused compound damage and wall damage.,,,17 January 2011,D
25 November 2010,Not Yet Known,Property Damage,Lashkar Gah,Helmand,Property damage on expansion of CP,,"2,100.00",27 December 2010,S
25 November 2010,06 April 2010,Property Damage,Nahr-e-Saraj,Helmand,"Improvement of arcs for ISAF checkpoint, damage to trees and wall.",,"1,270.00",,W
25 November 2010,31 July 2010,Property Damage,Nahr-e-Saraj,Helmand,Claims aircraft munitions damaged trees.,,200.00,,W
25 November 2010,19 January 2010,Wounding,Nahr-e-Saraj,Helmand,Injuries sustained during fighting with ISAF / INS.,,,19 January 2011,D
25 November 2010,05 August 2010,Fatality,Lashkar Gah,Helmand,Aircraft bombing killed 4 and destroyed compound,,,12 December 2010,Misc Closed
25 November 2010,25 August 2010,Property Damage,Nad-e-Ali,Helmand,Trees cut down for security,,500.00,04 December 2010,S
25 November 2010,10 August 2010,Property Damage,Nad-e-Ali,Helmand,Trees burnt during fighting,,,29 November 2010,D
25 November 2010,25 October 2010,Livestock Killed,Nad-e-Ali,Helmand,1 cow killed and 2 jaribs of wheat burnt,,0.00,27 November 2010,S
27 November 2010,07 November 2010,Fatality,Nahr-e-Saraj,Helmand,"Daughter injured by shrapnel during fighting, died 3 days later.",,,17 January 2011,D
29 November 2010,6 Months Ago,Property Damage,Lashkar Gah,Helmand,ISAF destroyed compound as INS using it as FP,,"3,000.00",18 December 2010,S
29 November 2010,25 October 2010,Wounding,Nad-e-Ali,Helmand,LN claims he was shot by ISAF in cross-fire,,"1,467.32",11 January 2011,S
29 November 2010,27 November 2010,Property Damage,Nad-e-Ali,Helmand,Mosque detroyed by AH during contact,"2,211.00","1,450.00",11 December 2010,S
29 November 2010,01 November 2010,Property Damage,Nahr-e-Saraj,Helmand,Take over of compound to set up check point,"3,610.00","2,400.00",11 December 2010,S
29 November 2010,30 August 2010,Property Damage,Nahr-e-Saraj,Helmand,30 trees cut down for security purposes,,900.00,11 December 2010,S
29 November 2010,22 October 2010,Wounding,Lashkar Gah,Helmand,Shot in chest during TIC,,"2,500.00",,W
